SST,Current Speed,Current Direction,Wind Speed,Wind Direction,Presence,April,August,December,February,January,July,June,March,May,November,October,September
23.02774153,0.15173275,24.89439791,1.252025923,221.3439088,0,0,0,0,1,0,0,0,0,0,0,0,0
23.70479466,0.167279653,62.66188927,2.158003766,159.0891549,0,0,0,0,1,0,0,0,0,0,0,0,0
23.79039908,0.230942879,27.79929373,1.566516873,66.83501101,0,0,0,0,1,0,0,0,0,0,0,0,0
23.74370576,0.319218217,14.85953166,1.92134162,17.4273075,0,0,0,0,1,0,0,0,0,0,0,0,0
23.35459477,0.334836136,10.34417095,2.300119384,22.06998149,0,0,0,0,1,0,0,0,0,0,0,0,0
23.52580361,0.389254928,8.29638748,2.296842169,24.08700431,1,0,0,0,1,0,0,0,0,0,0,0,0
23.30790145,0.302052691,36.23517722,2.316637056,163.2272776,0,0,0,0,1,0,0,0,0,0,0,0,0
23.93826126,0.36009715,30.08511946,2.30166583,139.9936305,0,0,0,0,1,0,0,0,0,0,0,0,0
25.42466526,0.388906909,33.29218656,2.265111747,149.9077978,0,0,0,0,1,0,0,0,0,0,0,0,0
24.91103875,0.233908501,44.01466605,2.356880261,160.535719,0,0,0,0,1,0,0,0,0,0,0,0,0
24.66978993,0.334382621,34.98480501,2.492645804,163.4347401,0,0,0,0,1,0,0,0,0,0,0,0,0
25.05111871,0.423209384,25.12516505,2.118758503,138.1794304,0,0,0,0,1,0,0,0,0,0,0,0,0
25.09002981,0.419429378,11.8627347,1.917343065,39.17181228,0,0,0,0,0,0,0,0,1,0,0,0,0
24.3429367,0.334505651,24.65524294,2.063028336,172.4301374,0,0,0,0,0,0,0,0,1,0,0,0,0
24.3818478,0.312256339,19.50619621,1.315283359,75.41942649,1,0,0,0,0,0,0,0,1,0,0,0,0
24.49858109,0.332521444,12.28360616,2.037261915,25.11420187,0,0,0,0,0,0,0,0,1,0,0,0,0
24.48301665,0.238936752,29.98595609,1.578001313,197.3366637,0,0,0,0,0,0,0,0,1,0,0,0,0
24.50636331,0.188909503,14.70932063,1.171150686,347.8420336,0,0,0,0,0,0,0,0,1,0,0,0,0
24.92660319,0.213385204,36.81108753,1.759345027,139.304469,0,0,0,0,0,0,0,0,1,0,0,0,0
24.70870103,0.198128526,15.759051,1.975412192,67.78585207,0,0,0,0,0,0,0,0,1,0,0,0,0
24.60753217,0.141987578,11.42232107,1.537220634,47.26866914,0,0,0,0,0,0,0,0,1,0,0,0,0
24.52192775,0.124580065,40.61559,2.136142311,150.5203291,0,0,0,0,0,0,0,0,1,0,0,0,0
24.35850114,0.073721133,65.9910989,2.145812323,144.48415,0,0,0,0,0,0,0,0,1,0,0,0,0
24.13281676,0.057057806,169.2157021,1.989483171,243.7894428,0,0,0,0,0,0,0,0,1,0,0,0,0
24.00051902,0.063653054,18.68735151,0.93649825,125.3978914,0,0,0,0,0,0,0,0,1,0,0,0,0
23.92269682,0.052195311,56.85300417,1.310241575,179.6968506,0,0,0,0,0,0,0,0,1,0,0,0,0
24.41297668,0.075204067,67.24236368,1.830196176,187.7330751,0,0,0,0,0,0,0,0,1,0,0,0,0
24.48301665,0.084301988,55.3174196,1.77176875,171.8569289,0,0,0,0,0,0,0,0,1,0,0,0,0
24.59196773,0.132895895,4.927109948,1.670513799,7.019933815,0,0,0,0,0,0,0,0,1,0,0,0,0
24.50636331,0.164550144,5.8759625,1.066824416,348.0145859,0,0,0,0,0,0,0,0,1,0,0,0,0
24.10168788,0.058456506,344.4136955,1.740112391,284.4445017,0,0,0,0,0,0,0,0,1,0,0,0,0
24.59196773,0.054258907,41.8939729,1.857328313,167.5101059,0,0,0,0,0,0,0,0,1,0,0,0,0
24.23398562,0.031905639,236.9083001,1.290447052,105.5680716,0,0,0,0,0,0,0,0,1,0,0,0,0
23.58027915,0.07986925,312.7688254,1.852171605,12.18396501,0,0,0,0,0,0,0,0,1,0,0,0,0
23.15225705,0.160042024,330.5050442,2.270580179,15.89701916,0,0,0,0,0,0,0,0,1,0,0,0,0
22.45963948,0.211301105,208.4265919,2.447843948,266.3249832,0,0,0,0,0,0,0,0,1,0,0,0,0
22.08609292,0.114588515,204.503551,1.69647406,246.9047639,0,1,0,0,0,0,0,0,0,0,0,0,0
22.3117773,0.076087038,193.3924978,1.985453421,152.7923368,0,1,0,0,0,0,0,0,0,0,0,0,0
22.17947956,0.009460048,275.5275402,1.086289631,6.856355976,0,1,0,0,0,0,0,0,0,0,0,0,0
22.17947956,0.039495279,142.6960517,2.030414018,147.2668059,0,1,0,0,0,0,0,0,0,0,0,0,0
22.09387514,0.065462527,14.09893029,1.003057144,59.19926775,0,1,0,0,0,0,0,0,0,0,0,0,0
22.04718182,0.184368987,358.0131604,1.226864642,14.16385078,0,1,0,0,0,0,0,0,0,0,0,0,0
22.35847062,0.160933355,356.3924316,1.175604643,1.232335425,0,1,0,0,0,0,0,0,0,0,0,0,0
22.34290618,0.106458486,337.4759273,1.544390868,359.3724035,0,1,0,0,0,0,0,0,0,0,0,0,0
22.17169734,0.072030471,155.1103988,2.325081838,182.3048282,0,1,0,0,0,0,0,0,0,0,0,0,0
21.93044852,0.109229296,181.818303,1.922042049,176.7506655,0,1,0,0,0,0,0,0,0,0,0,0,0
21.72032859,0.145047896,191.0463034,1.530073352,161.408577,0,1,0,0,0,0,0,0,0,0,0,0,0
21.56468419,0.042494547,201.8762081,0.999637953,353.7317698,0,1,0,0,0,0,0,0,0,0,0,0,0
21.17557319,0.036653725,351.5387119,1.02285974,159.9489015,0,1,0,0,0,0,0,0,0,0,0,0,0
21.05883989,0.029248013,85.8724083,1.79891065,158.3963793,0,1,0,0,0,0,0,0,0,0,0,0,0
21.04327546,0.025257499,107.3540246,1.664200753,161.3777027,0,1,0,0,0,0,0,0,0,0,0,0,0
21.29230649,0.02418475,35.86982352,1.164116565,137.7787025,0,1,0,0,0,0,0,0,0,0,0,0,0
21.27674205,0.071121357,3.79829522,1.193000237,180.4871973,0,1,0,0,0,0,0,0,0,0,0,0,0
21.88375521,0.220016654,358.2234052,1.993263611,20.71306485,0,1,0,0,0,0,0,0,0,0,0,0,0
22.3506884,0.169610005,4.260853296,1.680968987,34.39072466,0,1,0,0,0,0,0,0,0,0,0,0,0
22.2339551,0.13982883,6.06999133,1.213482461,71.14611318,0,1,0,0,0,0,0,0,0,0,0,0,0
22.49855058,0.122017629,1.886708146,1.338799418,344.0218345,0,1,0,0,0,0,0,0,0,0,0,0,0
22.45963948,0.101889154,182.9356734,2.123862311,215.8627501,0,1,0,0,0,0,0,0,0,0,0,0,0
22.40516394,0.030181773,354.8572354,1.092616766,205.3193211,0,1,0,0,0,0,0,0,0,0,0,0,0
22.37403506,0.033798695,343.4956386,0.933191308,43.66619001,0,1,0,0,0,0,0,0,0,0,0,0,0
22.26508398,0.205170474,358.6177963,2.332752047,17.43101898,0,0,0,0,0,0,0,0,0,1,0,0,0
22.78649271,0.330616247,8.735983584,2.226764041,15.33819614,0,0,0,0,0,0,0,0,0,1,0,0,0
22.93435489,0.398432736,8.569625768,2.317949212,14.88417333,0,0,0,0,0,0,0,0,0,1,0,0,0
23.05887041,0.359504542,10.89773973,1.648308017,323.11944,0,0,0,0,0,0,0,0,0,1,0,0,0
22.94991933,0.127018088,33.0455172,2.323517383,209.6524623,0,0,0,0,0,0,0,0,0,1,0,0,0
22.75536384,0.162010363,178.2100894,2.68797417,201.6305378,0,0,0,0,0,0,0,0,0,1,0,0,0
22.6619772,0.039561892,135.3063916,1.618009581,229.9250928,0,0,0,0,0,0,0,0,0,1,0,0,0
22.7008883,0.09071931,358.1583265,1.806448016,315.0932986,0,0,0,0,0,0,0,0,0,1,0,0,0
22.43629282,0.045942643,209.5603545,2.179780707,265.39195,0,0,0,0,0,0,0,0,0,1,0,0,0
22.2339551,0.189688937,12.57420848,2.068631325,354.1197662,0,0,0,0,0,0,0,0,0,1,0,0,0
21.82149745,0.208370534,359.0187453,2.264164684,286.5550542,0,0,0,0,0,0,0,0,0,1,0,0,0
21.45573311,0.015747907,271.1017061,2.34776721,227.6547119,0,0,0,0,0,0,0,0,0,1,0,0,0
21.57246641,0.100026641,23.96248897,1.036828705,224.7971326,0,0,0,0,0,0,0,0,0,1,0,0,0
21.86819077,0.276390083,10.10343026,1.75791175,346.3821591,0,0,0,0,0,0,0,0,0,1,0,0,0
22.08609292,0.251276337,18.24138274,1.55109209,194.6947132,0,0,0,0,0,0,0,0,0,1,0,0,0
22.60750166,0.354914961,14.43440092,0.976134949,355.801919,0,0,0,0,0,0,0,0,0,1,0,0,0
22.67754164,0.380460787,18.80521033,1.321119857,155.2931296,0,0,0,0,0,0,0,0,0,1,0,0,0
23.13669261,0.376798083,15.63047174,1.122327489,14.29822509,0,0,0,0,0,0,0,0,0,1,0,0,0
22.92657267,0.415124841,15.33857067,1.330413756,318.9654037,0,0,0,0,0,0,0,0,0,1,0,0,0
23.26120813,0.417114098,18.63793507,1.206915172,149.2164355,0,0,0,0,0,0,0,0,0,1,0,0,0
22.88766157,0.400069107,13.85520113,1.450937455,319.6067555,0,0,0,0,0,0,0,0,0,1,0,0,0
22.53746168,0.206539079,10.96613203,2.027807882,287.2083148,0,0,0,0,0,0,0,0,0,1,0,0,0
22.17947956,0.160804547,2.707241006,2.450661101,268.5142348,0,0,0,0,0,0,0,0,0,1,0,0,0
22.2728662,0.205272541,6.382564005,2.264266463,307.9045735,0,0,0,0,0,0,0,0,0,1,0,0,0
21.81371523,0.169254863,8.277598769,2.423515419,271.6399303,0,0,0,0,0,0,0,0,0,1,0,0,0
21.58024863,0.034499579,359.0036521,2.35275166,253.4945248,0,0,0,0,0,0,0,0,0,1,0,0,0
22.24951954,0.08670009,34.0113489,2.280293315,214.2415607,0,0,0,0,0,0,0,1,0,0,0,0,0
22.02383516,0.172666782,28.64007754,2.280995842,183.9428495,0,0,0,0,0,0,0,1,0,0,0,0,0
21.83706189,0.269522491,20.07969406,1.112401515,274.5724643,0,0,0,0,0,0,0,1,0,0,0,0,0
21.84484411,0.269871931,18.79192725,2.309807361,227.2801085,0,0,0,0,0,0,0,1,0,0,0,0,0
21.41682201,0.163803294,27.13623251,2.205435668,212.4804049,0,0,0,0,0,0,0,1,0,0,0,0,0
22.07052848,0.221793674,25.39976721,2.155757023,186.0110519,0,0,0,0,0,0,0,1,0,0,0,0,0
21.38569313,0.11514955,16.71296777,1.701810101,305.6285835,0,0,0,0,0,0,0,1,0,0,0,0,0
21.67363527,0.198416942,13.59179946,1.668743822,327.4105298,0,0,0,0,0,0,0,1,0,0,0,0,0
21.49464421,0.131289229,11.79879245,1.89478758,306.5398565,0,0,0,0,0,0,0,1,0,0,0,0,0
21.31565315,0.120877077,21.01796949,1.294073729,3.298619792,0,0,0,0,0,0,0,1,0,0,0,0,0
21.23783095,0.092793692,354.2357256,2.059187302,348.4804289,0,0,0,0,0,0,0,1,0,0,0,0,0
20.96545326,0.02534079,2.726310994,1.974068083,251.2187769,0,0,0,0,0,0,0,1,0,0,0,0,0
20.7864622,0.045522436,192.4880858,1.668703296,259.210028,0,0,0,0,0,0,0,1,0,0,0,0,0
20.71642222,0.042717032,163.339132,1.742900433,171.6617456,0,0,0,0,0,0,0,1,0,0,0,0,0
20.42069786,0.083334614,191.5466905,2.000202972,187.8461353,0,0,0,0,0,0,0,1,0,0,0,0,0
20.17944905,0.136024379,190.1331099,2.018403557,175.6863383,0,0,0,0,0,0,0,1,0,0,0,0,0
20.36622232,0.014482972,217.349349,2.075050284,235.9504646,0,0,0,0,0,0,0,1,0,0,0,0,0
20.16388461,0.04395252,187.4146303,2.00543439,197.0406644,0,0,0,0,0,0,0,1,0,0,0,0,0
20.04715131,0.028681526,192.7243557,1.606404733,219.2182746,0,0,0,0,0,0,0,1,0,0,0,0,0
20.07828019,0.045017872,33.37410136,2.557057018,206.7445205,0,0,0,0,0,0,0,1,0,0,0,0,0
19.74364473,0.167738411,189.6197278,2.580407458,191.6036929,0,0,0,0,0,0,0,1,0,0,0,0,0
19.49461369,0.114994009,182.2963448,2.261632176,168.2306493,0,0,0,0,0,0,0,1,0,0,0,0,0
19.72808029,0.124403588,35.81387384,2.172281691,145.8896255,0,0,0,0,0,0,0,1,0,0,0,0,0
19.57243589,0.160803412,16.8816531,1.94960164,138.7232309,0,0,0,0,0,0,0,1,0,0,0,0,0
19.47126703,0.173049832,17.00065821,1.542964402,116.783018,0,0,0,0,0,0,0,1,0,0,0,0,0
19.61134699,0.245927288,9.513874992,1.266870036,24.98071218,0,0,0,0,0,0,0,1,0,0,0,0,0
19.44013815,0.282419334,10.01729165,1.871299321,3.177571535,1,0,0,0,0,0,0,1,0,0,0,0,0
19.3000582,0.298669267,10.6103971,2.084653858,351.7395474,0,0,0,0,0,0,0,1,0,0,0,0,0
19.61134699,0.150148941,9.213906015,1.943114832,255.2678661,0,0,0,0,0,0,1,0,0,0,0,0,0
19.40900927,0.084065591,5.591557756,1.786731681,341.3751736,0,0,0,0,0,0,1,0,0,0,0,0,0
19.24558266,0.071971845,183.7517291,1.162222709,218.9635802,0,0,0,0,0,0,1,0,0,0,0,0,0
19.42457371,0.090018908,161.0954242,2.141545611,151.1383038,0,0,0,0,0,0,1,0,0,0,0,0,0
19.27671154,0.037245116,121.51694,2.201739154,123.4070006,0,0,0,0,0,0,1,0,0,0,0,0,0
19.1833249,0.15829834,23.60018987,1.873248092,92.56013592,0,0,0,0,0,0,1,0,0,0,0,0,0
19.11328492,0.126791333,8.56914188,1.464953656,333.204323,0,0,0,0,0,0,1,0,0,0,0,0,0
19.01989828,0.150688016,10.48756149,1.987672403,265.0189722,0,0,0,0,0,0,1,0,0,0,0,0,0
19.16776046,0.057108722,13.8197617,1.964130028,262.6395397,0,0,0,0,0,0,1,0,0,0,0,0,0
18.82534278,0.079618535,353.8695113,2.194130089,319.059687,0,0,0,0,0,0,1,0,0,0,0,0,0
18.57631174,0.059052252,336.6504328,1.982358148,299.4827259,0,0,0,0,0,0,1,0,0,0,0,0,0
18.50627176,0.099785586,330.7511737,2.319958466,305.4403213,0,0,0,0,0,0,1,0,0,0,0,0,0
18.23389407,0.15218614,213.719571,2.476931126,256.4300243,0,0,0,0,0,0,1,0,0,0,0,0,0
18.12494299,0.137264206,211.5140726,2.310867574,267.2721141,0,0,0,0,0,0,1,0,0,0,0,0,0
18.43623179,0.106851587,200.1023346,2.341517443,244.2089771,0,0,0,0,0,0,1,0,0,0,0,0,0
18.40510291,0.099070116,190.98065,2.215401971,254.1374377,0,0,0,0,0,0,1,0,0,0,0,0,0
18.21054741,0.033621403,1.5343415,2.188363772,264.0269838,0,0,0,0,0,0,1,0,0,0,0,0,0
18.73973836,0.050724426,17.05331477,2.031716592,250.0091993,0,0,0,0,0,0,1,0,0,0,0,0,0
18.74752058,0.152134304,19.98310652,1.059106237,248.1691741,0,0,0,0,0,0,1,0,0,0,0,0,0
18.78643168,0.213720789,16.13691873,2.081211003,351.889452,0,0,0,0,0,0,1,0,0,0,0,0,0
18.86425388,0.266263126,13.0075048,1.556240931,338.8207425,0,0,0,0,0,0,1,0,0,0,0,0,0
19.0665916,0.31737942,16.42124216,1.877817421,347.0548483,0,0,0,0,0,0,1,0,0,0,0,0,0
19.19888934,0.321566077,17.07900261,1.867734799,301.6373311,0,0,0,0,0,0,1,0,0,0,0,0,0
19.71251585,0.340518206,16.88089907,1.812583356,227.5941512,0,0,0,0,0,0,1,0,0,0,0,0,0
19.36231595,0.304072878,17.75029529,1.463565531,342.5950565,0,0,0,0,0,0,1,0,0,0,0,0,0
19.38566261,0.29784623,18.0365145,1.617159406,224.0856443,0,0,0,0,0,0,1,0,0,0,0,0,0
19.81368471,0.291451665,20.42903061,1.517095909,213.7365785,0,0,0,0,0,0,1,0,0,0,0,0,0
19.72029807,0.32192683,19.09014519,1.36702006,252.7190431,0,0,0,0,0,0,1,0,0,0,0,0,0
19.68138697,0.262121511,21.44385726,1.813917935,223.2530922,0,0,0,0,0,0,1,0,0,0,0,0,0
19.90707135,0.149476215,44.00298534,2.383683254,183.1995867,0,0,0,0,0,0,1,0,0,0,0,0,0
19.68916919,0.08311638,39.85723544,1.916511849,183.4896382,0,0,1,0,0,0,0,0,0,0,0,0,0
19.57243589,0.158379895,25.15231514,1.366222988,190.2728594,0,0,1,0,0,0,0,0,0,0,0,0,0
19.2611471,0.124226502,16.76255446,1.128461706,302.7202195,0,0,1,0,0,0,0,0,0,0,0,0,0
19.1055027,0.038523661,22.38013505,1.674103328,227.7031528,0,0,1,0,0,0,0,0,0,0,0,0,0
19.11328492,0.099832165,10.72196906,1.153201556,341.8044169,0,0,1,0,0,0,0,0,0,0,0,0,0
18.84868944,0.096818208,15.4964897,1.504113995,324.264102,0,0,1,0,0,0,0,0,0,0,0,0,0
18.73973836,0.095650442,10.86578804,1.755704665,353.6133453,0,0,1,0,0,0,0,0,0,0,0,0,0
18.78643168,0.189213816,357.732876,2.335930877,296.6043487,0,0,1,0,0,0,0,0,0,0,0,0,0
18.29615183,0.088281132,244.9602157,2.529438213,271.8611509,0,0,1,0,0,0,0,0,0,0,0,0,0
18.46736067,0.219281086,202.543061,2.461250703,239.3167343,0,0,1,0,0,0,0,0,0,0,0,0,0
18.5218362,0.116134909,186.4029129,1.996579539,232.975357,0,0,1,0,0,0,0,0,0,0,0,0,0
18.55296508,0.11500525,26.62921216,1.039114202,243.2705687,0,0,1,0,0,0,0,0,0,0,0,0,0
18.37397403,0.136866465,12.61932229,1.147012558,326.6180749,0,0,1,0,0,0,0,0,0,0,0,0,0
18.20276519,0.146208897,14.25174139,1.645750923,298.8537494,0,0,1,0,0,0,0,0,0,0,0,0,0
18.07046745,0.106556826,8.899864975,1.385948709,292.4112601,0,0,1,0,0,0,0,0,0,0,0,0,0
18.33506293,0.13160577,24.61885606,1.133198378,182.9066395,0,0,1,0,0,0,0,0,0,0,0,0,0
18.28058739,0.251852859,6.731237123,1.951746859,336.6343858,0,0,1,0,0,0,0,0,0,0,0,0,0
18.14828965,0.092604909,353.6797095,2.560711244,256.4651557,0,0,1,0,0,0,0,0,0,0,0,0,0
18.05490301,0.170986588,205.390778,2.260368742,262.6906359,0,0,1,0,0,0,0,0,0,0,0,0,0
17.71248533,0.124106722,213.0294152,2.464248578,260.3186455,0,0,1,0,0,0,0,0,0,0,0,0,0
17.5023654,0.320734834,193.06047,2.63433856,196.3843322,0,0,1,0,0,0,0,0,0,0,0,0,0
17.5801876,0.125179849,205.9199878,1.744940675,349.1204357,0,0,1,0,0,0,0,0,0,0,0,0,0
17.26111658,0.08320385,341.1189307,1.277705469,338.4554965,0,0,1,0,0,0,0,0,0,0,0,0,0
17.24555214,0.046898857,170.1185939,1.821449187,156.6501438,0,0,1,0,0,0,0,0,0,0,0,0,0
17.74361421,0.069897607,57.91781284,1.776796927,130.4513492,0,0,1,0,0,0,0,0,0,0,0,0,0
17.72026755,0.127653642,29.84045382,1.886885491,159.3269866,0,0,1,0,0,0,0,0,0,0,0,0,0
17.71248533,0.104852646,15.53257794,1.465006464,224.4614761,0,0,1,0,0,0,0,0,0,0,0,0,0
18.01599191,0.124607022,131.8305065,2.495777803,160.4119989,0,0,1,0,0,0,0,0,0,0,0,0,0
18.00042747,0.154276493,134.7776372,2.438765721,153.572119,1,0,1,0,0,0,0,0,0,0,0,0,0
17.86034751,0.135892914,30.48990796,1.973283967,179.4820998,1,0,0,0,0,0,0,0,0,0,0,0,1
18.17163631,0.193696317,8.292085144,1.494619987,356.6753509,0,0,0,0,0,0,0,0,0,0,0,0,1
18.43623179,0.164083528,20.85445804,1.649930732,216.1108226,0,0,0,0,0,0,0,0,0,0,0,0,1
18.5607473,0.24241522,13.51060886,1.135149006,20.80414895,0,0,0,0,0,0,0,0,0,0,0,0,1
18.52961842,0.160417352,9.082338469,1.244304385,250.0942923,0,0,0,0,0,0,0,0,0,0,0,0,1
18.5218362,0.184846225,13.82736441,1.863412198,44.14750482,0,0,0,0,0,0,0,0,0,0,0,0,1
18.13272521,0.070581882,236.5751888,2.534208105,254.9004779,0,0,0,0,0,0,0,0,0,0,0,0,1
18.00042747,0.231856089,201.0423222,2.463166922,247.9058334,0,0,0,0,0,0,0,0,0,0,0,0,1
17.68135645,0.208443633,191.9314016,2.083921376,195.0598246,0,0,0,0,0,0,0,0,0,0,0,0,1
17.66579201,0.013696626,335.1363034,1.707656987,0.759934056,0,0,0,0,0,0,0,0,0,0,0,0,1
17.59575204,0.026065964,326.3099325,1.302899551,179.1361264,0,0,0,0,0,0,0,0,0,0,0,0,1
17.51014762,0.135648839,354.6966025,1.81018631,2.803368991,0,0,0,0,0,0,0,0,0,0,0,0,1
17.68913867,0.047428698,157.4632125,2.270183492,169.1063584,0,0,0,0,0,0,0,0,0,0,0,0,1
17.52571206,0.217314429,170.3008218,2.717518748,155.4665486,0,0,0,0,0,0,0,0,0,0,0,0,1
17.47123652,0.064231931,115.6219959,1.7180753,123.4457759,0,0,0,0,0,0,0,0,0,0,0,0,1
17.78252531,0.284547632,3.082588868,1.898847819,44.56334531,0,0,0,0,0,0,0,0,0,0,0,0,1
17.70470311,0.314580863,1.371808502,2.417626666,32.120685,1,0,0,0,0,0,0,0,0,0,0,0,1
17.62688091,0.314427954,1.893385846,2.075057558,22.85963277,0,0,0,0,0,0,0,0,0,0,0,0,1
17.85256529,0.213906924,19.43190142,1.258043316,190.6360323,0,0,0,0,0,0,0,0,0,0,0,0,1
17.86034751,0.077489769,15.82615408,1.797240317,235.4342202,0,0,0,0,0,0,0,0,0,0,0,0,1
18.00820969,0.193010955,13.25933163,1.080417421,272.5311862,0,0,0,0,0,0,0,0,0,0,0,0,1
18.5607473,0.160285974,24.58546666,1.24698853,115.5694051,0,0,0,0,0,0,0,0,0,0,0,0,1
18.6774806,0.225812009,10.19989795,1.56802768,30.56615635,0,0,0,0,0,0,0,0,0,0,0,0,1
18.5996584,0.207179558,24.9342951,1.980821911,191.5393953,0,0,0,0,0,0,0,0,0,0,0,0,1
18.58409396,0.326888858,16.9331563,1.363421236,115.1315221,0,0,0,0,0,0,0,0,0,0,0,0,1
18.37397403,0.322849094,20.82995434,1.820351934,158.691261,0,0,0,0,0,0,0,0,0,0,0,1,0
18.61522284,0.354973281,8.774239251,1.90785682,12.4879154,0,0,0,0,0,0,0,0,0,0,0,1,0
18.44401401,0.371649578,10.54806542,1.877110641,17.13047799,0,0,0,0,0,0,0,0,0,0,0,1,0
18.46736067,0.363368607,8.491300277,1.886926056,9.179744764,0,0,0,0,0,0,0,0,0,0,0,1,0
19.09772048,0.39485561,21.21123621,2.00965322,161.0173071,0,0,0,0,0,0,0,0,0,0,0,1,0
19.32340486,0.229382218,20.36553626,2.46888703,209.8664428,0,0,0,0,0,0,0,0,0,0,0,1,0
19.16776046,0.22625172,27.48909653,2.44685414,189.3600375,0,0,0,0,0,0,0,0,0,0,0,1,0
19.30784042,0.256572886,21.29074565,1.764720207,170.6795866,0,0,0,0,0,0,0,0,0,0,0,1,0
19.15219602,0.267369172,19.96848528,1.756746768,140.0688897,0,0,0,0,0,0,0,0,0,0,0,1,0
19.03546272,0.278632921,19.41588614,1.913119015,153.5100643,0,0,0,0,0,0,0,0,0,0,0,1,0
19.1444138,0.345103493,14.23175632,0.886693444,39.55791564,0,0,0,0,0,0,0,0,0,0,0,1,0
19.12106714,0.386389059,7.285959126,2.007692403,27.87982243,0,0,0,0,0,0,0,0,0,0,0,1,0
19.15997824,0.376721132,7.859841248,1.532507897,40.6503397,1,0,0,0,0,0,0,0,0,0,0,1,0
19.44013815,0.310811655,19.05688017,1.188807988,43.58972055,0,0,0,0,0,0,0,0,0,0,0,1,0
19.46348481,0.205189461,14.35279152,2.251576585,253.3410954,0,0,0,0,0,0,0,0,0,0,0,1,0
19.42457371,0.321949579,12.29411305,1.835760372,4.27927146,0,0,0,0,0,0,0,0,0,0,0,1,0
19.37009817,0.258312282,18.84768142,1.29834578,198.3817988,0,0,0,0,0,0,0,0,0,0,0,1,0
19.44792037,0.378921394,16.15393285,1.208996843,110.4631593,0,0,0,0,0,0,0,0,0,0,0,1,0
19.54130701,0.399077077,9.925367532,1.157682265,31.70827249,0,0,0,0,0,0,0,0,0,0,0,1,0
19.55687145,0.362897679,8.706658417,1.752540067,46.09511323,0,0,0,0,0,0,0,0,0,0,0,1,0
19.34675151,0.366543982,4.625888064,1.543838793,26.45633066,1,0,0,0,0,0,0,0,0,0,0,1,0
19.46348481,0.286288502,8.577716525,1.372400116,35.33447079,1,0,0,0,0,0,0,0,0,0,0,1,0
19.75142695,0.263479595,356.5756339,2.156568399,12.87826474,0,0,0,0,0,0,0,0,0,0,0,1,0
19.40900927,0.272559661,13.80614117,1.522477941,83.78395428,0,0,0,0,0,0,0,0,0,0,0,1,0
19.55687145,0.205891338,16.83843586,1.291188612,68.78172016,0,0,0,0,0,0,0,0,0,0,0,1,0
19.60356477,0.252252465,1.03608732,2.038514304,23.25138956,0,0,0,0,0,0,0,0,0,0,0,1,0
19.67360475,0.257846149,7.751779154,1.869175058,37.26993292,0,0,0,0,0,0,0,0,0,0,0,1,0
19.62691143,0.260258933,0.588231688,2.261374589,30.30141569,0,0,0,0,0,0,0,0,0,0,1,0,0
19.36231595,0.339398241,0.778897658,2.422379206,26.27924046,0,0,0,0,0,0,0,0,0,0,1,0,0
18.99655162,0.372299345,0.232593226,2.455502266,26.31761563,0,0,0,0,0,0,0,0,0,0,1,0,0
19.11328492,0.196319245,2.66112811,1.093390345,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.25336488,0.175878554,21.31171389,1.254714068,180.8630779,0,0,0,0,0,0,0,0,0,0,1,0,0
19.01989828,0.047969438,106.9719169,1.615122986,201.5813199,0,0,0,0,0,0,0,0,0,0,1,0,0
18.99655162,0.063538583,336.41641,2.033750873,9.056120013,0,0,0,0,0,0,0,0,0,0,1,0,0
19.0665916,0.042976911,6.38416394,1.179924619,29.48215262,0,0,0,0,0,0,0,0,0,0,1,0,0
19.04324494,0.144839462,188.5585037,2.029962581,230.9211368,0,0,0,0,0,0,0,0,0,0,1,0,0
19.58021811,0.069299774,174.386395,1.993512657,235.3636281,0,0,0,0,0,0,0,0,0,0,1,0,0
19.65804031,0.046603575,86.33221194,1.139970208,167.7337359,0,0,0,0,0,0,0,0,0,0,1,0,0
19.66582253,0.165945416,353.788178,2.212210913,13.21111673,0,0,0,0,0,0,0,0,0,0,1,0,0
19.60356477,0.036994756,148.2405199,1.749561843,217.7431013,0,0,0,0,0,0,0,0,0,0,1,0,0
19.65804031,0.073761832,39.33762209,0.972036663,259.2687931,0,0,0,0,0,0,0,0,0,0,1,0,0
19.58021811,0.157548705,15.03043052,1.831868275,9.948660598,0,0,0,0,0,0,0,0,0,0,1,0,0
19.51796035,0.148890769,27.88028444,1.21023878,153.2790616,1,0,0,0,0,0,0,0,0,0,1,0,0
19.37009817,0.206575234,20.55604522,1.528662174,90.20654481,0,0,0,0,0,0,0,0,0,0,1,0,0
19.56465367,0.084299555,74.71000864,1.55568485,134.3508638,0,0,0,0,0,0,0,0,0,0,1,0,0
19.88372469,0.257684226,5.302147862,1.901925878,6.08575112,0,0,0,0,0,0,0,0,0,0,1,0,0
19.91485357,0.267202581,23.98567391,1.500893842,138.6952835,0,0,0,0,0,0,0,0,0,0,1,0,0
19.89928913,0.197381087,12.520116,1.036575479,42.27368901,0,0,0,0,0,0,0,0,0,0,1,0,0
20.23392458,0.301271229,3.383984094,1.763833655,25.83332784,0,0,0,0,0,0,0,0,0,0,1,0,0
20.40513342,0.223540415,34.67749418,1.804891794,164.5529385,0,0,0,0,0,0,0,0,0,0,1,0,0
20.71642222,0.211533586,43.05762452,2.078866152,171.7597977,0,0,0,0,0,0,0,0,0,0,1,0,0
