SST,Current Speed,Current Direction,Wind Speed,Wind Direction,Presence,April,August,December,February,January,July,June,March,May,November,October,September
21.22226651,0.263977004,12.07050147,2.159366362,291.2212784,0,0,0,0,0,0,0,0,0,1,0,0,0
21.30787093,0.127925428,9.525516057,2.420630686,259.6847405,0,0,0,0,0,0,0,0,0,1,0,0,0
21.74367525,0.287764972,18.84952755,2.013322479,251.1977989,0,0,0,0,0,0,0,0,0,1,0,0,0
21.74367525,0.284485141,23.21254467,1.866988881,215.6011107,0,0,0,0,0,0,0,0,0,1,0,0,0
21.81371523,0.35697493,19.01497627,1.115334289,155.583144,0,0,0,0,0,0,0,1,0,0,0,0,0
21.59581307,0.35424625,17.29022636,1.325222374,179.9459983,0,0,0,0,0,0,0,1,0,0,0,0,0
21.58024863,0.348986893,20.71285846,1.789949342,184.0707016,0,0,0,0,0,0,0,1,0,0,0,0,0
21.79036857,0.41505958,19.40232784,1.805045093,62.44322594,0,0,0,0,0,0,0,1,0,0,0,0,0
21.85262633,0.319771508,13.01200761,2.286812684,264.72003,0,0,0,0,0,0,0,1,0,0,0,0,0
21.63472417,0.260319061,14.5639716,2.049271132,275.7797525,0,0,0,0,0,0,0,1,0,0,0,0,0
21.62694195,0.329815687,16.42489874,2.044369569,325.2851992,0,0,0,0,0,0,0,1,0,0,0,0,0
21.52577309,0.338602758,12.7311823,2.145614343,292.7339211,0,0,0,0,0,0,0,1,0,0,0,0,0
21.08996877,0.347850917,17.37157619,2.184345739,264.5323078,0,0,0,0,0,0,0,1,0,0,0,0,0
20.8253733,0.220108958,19.17609162,2.230527828,219.6054381,0,0,0,0,0,0,0,1,0,0,0,0,0
21.16000875,0.28041659,19.78464441,1.42029575,213.2351394,0,0,0,0,0,0,0,1,0,0,0,0,0
20.87984884,0.34062312,18.09431205,1.521439418,324.9106368,0,0,0,0,0,0,0,1,0,0,0,0,0
20.9031955,0.384076104,18.50580095,1.341181096,230.7846644,0,0,0,0,0,0,0,1,0,0,0,0,0
20.93432438,0.383706465,16.29459952,1.125250609,348.3011732,0,0,0,0,0,0,0,1,0,0,0,0,0
20.73198666,0.40913347,13.29795828,2.204829558,348.3908708,0,0,0,0,0,0,0,1,0,0,0,0,0
21.11331543,0.344288657,14.79986678,2.083021103,24.70397309,0,0,0,0,0,0,0,1,0,0,0,0,0
20.57634226,0.227252235,359.4517318,2.310688056,298.3324702,0,0,0,0,0,0,0,1,0,0,0,0,0
20.05493353,0.275371975,12.28352081,2.225186734,318.9330955,0,0,0,0,0,0,0,1,0,0,0,0,0
19.65804031,0.026665264,296.8544213,2.139415974,273.8153992,0,0,0,0,0,0,0,1,0,0,0,0,0
19.47904925,0.130570206,5.398731535,2.2556396,329.412228,0,0,0,0,0,0,0,1,0,0,0,0,0
19.89150691,0.061733148,231.8119278,2.612289717,255.2417055,0,0,0,0,0,0,0,1,0,0,0,0,0
19.65804031,0.129568786,195.8759465,2.256393999,234.5160906,0,0,0,0,0,0,0,1,0,0,0,0,0
19.64247587,0.105764127,193.1238463,1.54396158,295.1245784,0,0,0,0,0,0,0,1,0,0,0,0,0
19.75920917,0.083681866,202.6198649,2.410875351,226.7684688,0,0,0,0,0,0,0,1,0,0,0,0,0
19.65025809,0.026088288,216.0760116,2.038186315,234.4129629,0,0,0,0,0,0,0,1,0,0,0,0,0
19.60356477,0.115391049,12.68387033,1.497356337,327.8008967,0,0,0,0,0,0,0,1,0,0,0,0,0
19.85259581,0.228466166,10.48155309,2.256324424,316.6912159,0,0,0,0,0,0,1,0,0,0,0,0,0
19.77477361,0.082598836,8.560889571,2.292044465,245.5733981,0,0,0,0,0,0,1,0,0,0,0,0,0
19.60356477,0.097750305,198.0041616,1.952611987,251.7679225,0,0,0,0,0,0,1,0,0,0,0,0,0
20.17944905,0.004006048,98.74616226,1.470400922,303.4616019,0,0,0,0,0,0,1,0,0,0,0,0,0
20.07828019,0.086536313,15.06848816,1.48511829,312.1414513,0,0,0,0,0,0,1,0,0,0,0,0,0
19.97711133,0.102413026,2.595199599,2.19868231,307.1678256,0,0,0,0,0,0,1,0,0,0,0,0,0
19.84481359,0.193310749,202.1972815,2.534399381,222.7682357,0,0,0,0,0,0,1,0,0,0,0,0,0
19.76699139,0.268916755,184.4247845,2.388252796,180.8972941,0,0,0,0,0,0,1,0,0,0,0,0,0
19.73586251,0.060695069,150.8096885,1.817394007,182.4606404,0,0,0,0,0,0,1,0,0,0,0,0,0
19.67360475,0.023943968,73.16252737,1.688531829,192.7892746,0,0,0,0,0,0,1,0,0,0,0,0,0
19.51017813,0.212481786,10.39733352,2.287954418,343.9689637,0,0,0,0,0,0,1,0,0,0,0,0,0
19.04324494,0.031046208,255.4257838,2.439726258,259.451693,0,0,0,0,0,0,1,0,0,0,0,0,0
18.9109472,0.12099456,196.5429834,2.144102917,262.282997,0,0,0,0,0,0,1,0,0,0,0,0,0
18.7553028,0.060848243,17.55354483,1.151693474,231.8679507,0,0,0,0,0,0,1,0,0,0,0,0,0
18.9887694,0.166776972,20.78157359,1.205098344,118.1213084,0,0,0,0,0,0,1,0,0,0,0,0,0
19.12884936,0.199644438,10.02173189,1.644316152,344.9328383,0,0,0,0,0,0,1,0,0,0,0,0,0
19.78255583,0.298745874,11.73346241,1.550431871,314.303904,0,0,0,0,0,0,1,0,0,0,0,0,0
20.2806179,0.302816814,29.86139829,2.037006004,186.1770901,0,0,0,0,0,0,1,0,0,0,0,0,0
19.96154689,0.311755029,13.41021171,1.709224752,331.3329565,0,0,0,0,0,0,1,0,0,0,0,0,0
19.70473363,0.283146606,2.993132006,2.258418873,315.7450187,0,0,0,0,0,0,1,0,0,0,0,0,0
19.56465367,0.061149166,355.5587588,2.465012605,257.1674701,0,0,0,0,0,0,1,0,0,0,0,0,0
19.40122705,0.227453517,11.86044915,2.103899393,311.8323657,0,0,0,0,0,0,1,0,0,0,0,0,0
19.43235593,0.225571602,12.96353971,2.124597384,300.9880624,0,0,0,0,0,0,1,0,0,0,0,0,0
19.51796035,0.212647274,14.69848946,1.957851241,322.3992597,0,0,0,0,0,0,1,0,0,0,0,0,0
19.96154689,0.25402652,11.07278242,2.36782583,259.1936972,0,0,0,0,0,0,1,0,0,0,0,0,0
20.15610239,0.267601596,15.46004908,2.077531272,262.7173306,0,0,0,0,0,0,1,0,0,0,0,0,0
20.04715131,0.235178199,17.62155775,1.953553742,264.5199425,0,0,0,0,0,0,1,0,0,0,0,0,0
20.4751734,0.332358166,17.06033838,1.706016499,269.1723231,0,0,1,0,0,0,0,0,0,0,0,0,0
20.22614236,0.301435905,17.72762945,1.385665252,304.1111494,0,0,1,0,0,0,0,0,0,0,0,0,0
20.00824021,0.073043109,79.32364432,2.578300763,170.5014115,0,0,1,0,0,0,0,0,0,0,0,0,0
19.81368471,0.15808076,172.2164405,2.695003002,167.8199449,0,0,1,0,0,0,0,0,0,0,0,0,0
19.73586251,0.08579947,155.4429722,2.434039752,159.8325057,0,0,1,0,0,0,0,0,0,0,0,0,0
19.47904925,0.171854582,23.60267886,2.015904047,189.2342711,0,0,1,0,0,0,0,0,0,0,0,0,0
19.38566261,0.269160662,21.44397256,1.314878167,218.6940223,0,0,1,0,0,0,0,0,0,0,0,0,0
19.92263579,0.395032338,15.98010258,0.949465223,331.3707499,0,0,1,0,0,0,0,0,0,0,0,0,0
19.68916919,0.390047708,14.2584913,2.219900904,354.5463085,0,0,1,0,0,0,0,0,0,0,0,0,0
19.51017813,0.347064652,15.35491771,1.72386569,311.2415382,0,0,1,0,0,0,0,0,0,0,0,0,0
19.89150691,0.272374878,20.48413954,2.129855341,251.517318,0,0,1,0,0,0,0,0,0,0,0,0,0
19.76699139,0.222269388,19.0347664,1.87016606,289.3375083,0,0,1,0,0,0,0,0,0,0,0,0,0
19.77477361,0.232218744,19.57732774,2.038899286,253.0515895,0,0,1,0,0,0,0,0,0,0,0,0,0
20.14832017,0.164828132,28.70391471,1.036880057,195.6864464,0,0,1,0,0,0,0,0,0,0,0,0,0
20.10162685,0.189196793,22.39383453,1.588432901,359.3680869,0,0,1,0,0,0,0,0,0,0,0,0,0
19.90707135,0.240515119,17.43842412,1.78069489,353.118794,0,0,1,0,0,0,0,0,0,0,0,0,0
20.04715131,0.217611338,18.36671252,1.281993842,316.5601997,0,0,1,0,0,0,0,0,0,0,0,0,0
19.85259581,0.252776495,18.24268183,1.964120899,7.999266717,0,0,1,0,0,0,0,0,0,0,0,0,0
19.44792037,0.242767756,14.66906444,2.044972789,338.58359,0,0,1,0,0,0,0,0,0,0,0,0,0
19.05102716,0.143391008,10.95406264,2.278840619,266.7554897,0,0,1,0,0,0,0,0,0,0,0,0,0
18.66191616,0.128280057,17.38450922,1.558359914,332.145122,0,0,1,0,0,0,0,0,0,0,0,0,0
18.49070732,0.034719296,31.21840276,1.632635751,265.6471546,0,0,1,0,0,0,0,0,0,0,0,0,0
18.60744062,0.062144855,156.7297898,2.140123631,174.2112192,0,0,1,0,0,0,0,0,0,0,0,0,0
18.58409396,0.160816139,168.906277,2.367825436,173.5005567,0,0,1,0,0,0,0,0,0,0,0,0,0
18.60744062,0.154301612,184.511239,2.227366907,223.2785835,0,0,1,0,0,0,0,0,0,0,0,0,0
18.7163917,0.081868693,31.24496055,1.609305692,280.8087307,0,0,1,0,0,0,0,0,0,0,0,0,0
18.49070732,0.089721952,20.55604522,1.665352879,257.7618397,0,0,1,0,0,0,0,0,0,0,0,0,0
18.34284515,0.123374792,21.97450799,1.270830295,359.8545057,0,0,1,0,0,0,0,0,0,0,0,0,0
18.12494299,0.195789767,10.40608843,2.198578693,15.3800669,0,0,1,0,0,0,0,0,0,0,0,0,0
18.10937855,0.156000638,7.060783439,1.745619925,318.8734318,0,0,0,0,0,0,0,0,0,0,0,0,1
18.45957845,0.192276406,19.9478736,1.680363843,43.50209659,0,0,0,0,0,0,0,0,0,0,0,0,1
18.45957845,0.234314726,1.192110066,2.138393805,3.390125782,0,0,0,0,0,0,0,0,0,0,0,0,1
18.37397403,0.063538583,330.4534876,2.321401138,262.6574899,0,0,0,0,0,0,0,0,0,0,0,0,1
18.38953847,0.012797156,166.293039,1.511651585,252.0390006,0,0,0,0,0,0,0,0,0,0,0,0,1
18.35840959,0.022237475,161.8109543,1.546426919,356.1201097,0,0,0,0,0,0,0,0,0,0,0,0,1
18.32728071,0.136694388,12.2698455,1.648911844,23.00506381,0,0,0,0,0,0,0,0,0,0,0,0,1
18.63078728,0.166340384,14.15341259,1.677780377,35.97193969,0,0,0,0,0,0,0,0,0,0,0,0,1
18.41288513,0.152040797,359.1480809,2.313185739,20.7775373,0,0,0,0,0,0,0,0,0,0,0,0,1
18.27280517,0.122881759,350.8674657,2.020664685,260.8975641,0,0,0,0,0,0,0,0,0,0,0,0,1
18.24167629,0.132041444,14.39677849,1.006623835,213.9641509,0,0,0,0,0,0,0,0,0,0,0,0,1
18.31171627,0.11580406,12.34343511,1.236798524,119.3777027,0,0,0,0,0,0,0,0,0,0,0,0,1
18.5607473,0.170470555,349.5941771,2.094502367,335.5811883,0,0,0,0,0,0,0,0,0,0,0,0,1
18.45957845,0.125202956,0.786620315,2.071112757,288.7312877,0,0,0,0,0,0,0,0,0,0,0,0,1
18.7553028,0.056594304,23.4746176,1.649565447,255.1245859,0,0,0,0,0,0,0,0,0,0,0,0,1
18.73195614,0.164429058,12.8259493,1.798831784,14.52066421,0,0,0,0,0,0,0,0,0,0,0,0,1
18.74752058,0.232375585,8.385336773,1.491293494,270.4984,0,0,0,0,0,0,0,0,0,0,0,0,1
19.86816025,0.158577541,22.55724663,2.035613354,225.4437759,0,0,0,0,0,0,0,0,0,0,0,0,1
19.68916919,0.186577665,15.71120232,1.698395284,11.86370343,0,0,0,0,0,0,0,0,0,0,0,0,1
19.23780044,0.28729772,8.70222379,1.808005943,328.5142464,0,0,0,0,0,0,0,0,0,0,0,0,1
19.32340486,0.056151804,20.73321157,2.540471463,221.2640003,0,0,0,0,0,0,0,0,0,0,0,0,1
20.76311554,0.257216384,25.84522584,2.032966707,213.2816429,0,0,0,0,0,0,0,0,0,0,0,0,1
20.38178676,0.161276218,19.66726588,1.717569816,256.9613434,0,0,0,0,0,0,0,0,0,0,0,0,1
20.00045799,0.086261778,16.53193062,2.160672241,241.6136811,0,0,0,0,0,0,0,0,0,0,0,0,1
20.45182674,0.285658009,18.56873907,2.001507098,26.36695902,0,0,0,0,0,0,0,0,0,0,0,0,1
20.10162685,0.337746146,11.30139743,2.392199225,334.4556412,0,0,0,0,0,0,0,0,0,0,0,0,1
19.78255583,0.306400567,10.79342358,2.053135004,286.2531752,0,0,0,0,0,0,0,0,0,0,0,1,0
19.37009817,0.396498071,11.76096004,2.24445997,9.031939471,0,0,0,0,0,0,0,0,0,0,0,1,0
19.08215604,0.318716182,7.991754759,2.252816295,290.3499167,0,0,0,0,0,0,0,0,0,0,0,1,0
19.31562264,0.391476026,12.13298824,2.439186084,272.0466809,0,0,0,0,0,0,0,0,0,0,0,1,0
19.48683147,0.318843784,15.45930807,2.016233382,264.6637857,0,0,0,0,0,0,0,0,0,0,0,1,0
19.84481359,0.283855835,14.97945819,1.44816191,302.4371915,0,0,0,0,0,0,0,0,0,0,0,1,0
20.14832017,0.355811579,26.96763387,2.109850874,167.6543131,0,0,0,0,0,0,0,0,0,0,0,1,0
19.74364473,0.386872236,11.8181179,2.487031129,15.86639293,0,0,0,0,0,0,0,0,0,0,0,1,0
19.81368471,0.347563224,13.89338697,2.171003952,251.9628603,0,0,0,0,0,0,0,0,0,0,0,1,0
19.81368471,0.24262145,17.73011539,1.899653933,243.9632761,0,0,0,0,0,0,0,0,0,0,0,1,0
19.89150691,0.181306922,31.05427112,1.906418694,203.2673609,0,0,0,0,0,0,0,0,0,0,0,1,0
20.67751112,0.283740122,30.2142374,2.160544786,181.8469835,0,0,0,0,0,0,0,0,0,0,0,1,0
20.10940907,0.320276457,19.50426774,1.223782367,357.9168699,0,0,0,0,0,0,0,0,0,0,0,1,0
20.17166683,0.401589326,11.46953033,2.316388691,23.71631906,0,0,0,0,0,0,0,0,0,0,0,1,0
19.81368471,0.429113125,6.967177135,1.999100306,18.06507721,0,0,0,0,0,0,0,0,0,0,0,1,0
20.46739118,0.163692856,30.52536301,2.451608272,213.3720969,0,0,0,0,0,0,0,0,0,0,0,1,0
20.14832017,0.078088931,154.3978124,2.482155025,202.4027057,0,0,0,0,0,0,0,0,0,0,0,1,0
20.07049797,0.097561322,20.75575086,1.389470241,213.1131456,1,0,0,0,0,0,0,0,0,0,0,1,0
20.46739118,0.149619405,355.2273609,1.074943293,356.9445439,1,0,0,0,0,0,0,0,0,0,0,1,0
20.03158687,0.096404291,50.26079465,2.060476583,153.5031407,0,0,0,0,0,0,0,0,0,0,0,1,0
20.14053795,0.158660998,16.92328303,1.705787708,81.02220866,0,0,0,0,0,0,0,0,0,0,0,1,0
19.97711133,0.285294723,4.134671374,2.256065174,36.1557455,1,0,0,0,0,0,0,0,0,0,0,1,0
19.73586251,0.192995084,346.0633666,1.65212178,344.4579006,0,0,0,0,0,0,0,0,0,0,0,1,0
19.73586251,0.207861823,18.72214331,1.561338601,208.3020977,1,0,0,0,0,0,0,0,0,0,1,0,0
19.82146693,0.0955513,20.86221854,1.05088885,260.4915247,0,0,0,0,0,0,0,0,0,0,1,0,0
19.96932911,0.178534864,22.20009795,1.079662524,48.55771151,0,0,0,0,0,0,0,0,0,0,1,0,0
20.2027957,0.133486713,12.96708398,1.187452721,23.07822141,0,0,0,0,0,0,0,0,0,0,1,0,0
20.17944905,0.114596723,351.0348601,1.763669269,347.476319,0,0,0,0,0,0,0,0,0,0,1,0,0
19.77477361,0.050835739,196.3138524,1.041562548,357.5988119,0,0,0,0,0,0,0,0,0,0,1,0,0
19.75920917,0.12089763,335.4434357,2.025615525,17.27692787,0,0,0,0,0,0,0,0,0,0,1,0,0
19.92263579,0.089529422,54.54913393,1.910981289,174.4866,0,0,0,0,0,0,0,0,0,0,1,0,0
20.22614236,0.043033758,65.3914972,0.967626493,152.9442047,1,0,0,0,0,0,0,0,0,0,1,0,0
20.32731122,0.116739779,23.53234856,0.964154883,137.927348,0,0,0,0,0,0,0,0,0,0,1,0,0
20.2417068,0.176538138,6.170175095,1.89452119,45.96184367,0,0,0,0,0,0,0,0,0,0,1,0,0
20.84871996,0.104867439,336.4068453,1.09932673,326.3503021,0,0,0,0,0,0,0,0,0,0,1,0,0
20.73198666,0.048555465,271.0544045,2.103136368,280.7158778,0,0,0,0,0,0,0,0,0,0,1,0,0
20.50630228,0.076146515,158.978356,2.403343932,190.2438237,0,0,0,0,0,0,0,0,0,0,1,0,0
20.56856004,0.086105611,41.69813433,1.917357538,170.0769204,1,0,0,0,0,0,0,0,0,0,1,0,0
20.61525336,0.10064606,349.3702003,2.033817775,14.83158877,0,0,0,0,0,0,0,0,0,0,1,0,0
20.5140845,0.123898568,345.8029944,0.971473429,47.86080071,0,0,0,0,0,0,0,0,0,0,1,0,0
20.41291564,0.055327354,73.80127143,1.565302586,156.84024,0,0,0,0,0,0,0,0,0,0,1,0,0
20.52964894,0.090469905,354.82229,1.719659575,33.13920696,0,0,0,0,0,0,0,0,0,0,1,0,0
21.06662211,0.208655886,349.6951535,2.1943337,21.77708671,0,0,0,0,0,0,0,0,0,0,1,0,0
20.9421066,0.246288463,348.5918323,2.254756154,22.91847392,0,0,0,0,0,0,0,0,0,0,1,0,0
20.7475511,0.072315873,175.5655295,2.072602609,210.3097866,0,0,0,0,0,0,0,0,0,0,1,0,0
20.8253733,0.027730397,93.11084065,1.275072726,202.0323963,0,0,0,0,0,0,0,0,0,0,1,0,0
20.76311554,0.055620846,152.3411289,1.526529965,116.7225077,1,0,0,0,0,0,0,0,0,0,1,0,0
20.7864622,0.032783418,15.9453959,1.779459783,84.7836355,0,0,0,0,0,0,0,0,0,0,1,0,0
20.91875994,0.090390795,6.483073693,1.764572294,67.8035127,1,0,0,0,0,0,0,0,0,0,1,0,0
20.94988882,0.0368695,114.4824859,1.760404383,169.2613654,0,0,0,0,0,0,0,0,0,0,1,0,0
21.43238645,0.184824108,1.378279154,1.916461248,32.01220413,1,0,0,1,0,0,0,0,0,0,0,0,0
21.30008871,0.199195689,355.4735247,1.887564507,21.71240256,0,0,0,1,0,0,0,0,0,0,0,0,0
21.58024863,0.069162169,71.87392031,1.344996192,169.1849621,1,0,0,1,0,0,0,0,0,0,0,0,0
21.53355531,0.061600987,50.65250349,1.111945869,106.4225567,0,0,0,1,0,0,0,0,0,0,0,0,0
21.51020865,0.094857388,355.4260787,1.978095475,34.82619906,0,0,0,1,0,0,0,0,0,0,0,0,0
21.72811081,0.096666299,163.5812916,1.076564466,192.5957322,0,0,0,1,0,0,0,0,0,0,0,0,0
22.0783107,0.073361106,110.9055693,1.354705882,186.7871345,0,0,0,1,0,0,0,0,0,0,0,0,0
21.93823074,0.133162082,4.916566006,1.880399458,35.5673348,0,0,0,1,0,0,0,0,0,0,0,0,0
21.59581307,0.151582961,337.6431087,1.553476139,320.6838398,0,0,0,1,0,0,0,0,0,0,0,0,0
21.58803085,0.059900056,144.6598931,1.795187314,170.415533,0,0,0,1,0,0,0,0,0,0,0,0,0
21.58803085,0.016225684,351.4163785,1.995722391,45.00829772,0,0,0,1,0,0,0,0,0,0,0,0,0
21.58803085,0.103800739,2.718707042,2.026844545,47.64254529,0,0,0,1,0,0,0,0,0,0,0,0,0
21.62694195,0.182050906,358.3359118,2.246433343,24.05029853,0,0,0,1,0,0,0,0,0,0,0,0,0
21.64250639,0.258707972,355.9101638,2.188178925,11.34134159,0,0,0,1,0,0,0,0,0,0,0,0,0
21.46351533,0.151509589,44.24416285,1.874114143,150.214483,0,0,0,1,0,0,0,0,0,0,0,0,0
21.17557319,0.109239785,40.17408998,2.070436509,138.9548778,0,0,0,1,0,0,0,0,0,0,0,0,0
21.14444431,0.092461282,232.5524707,1.50227082,356.9647541,0,0,0,1,0,0,0,0,0,0,0,0,0
21.31565315,0.13743487,150.4612177,1.866742352,164.8548757,0,0,0,1,0,0,0,0,0,0,0,0,0
20.29618234,0.051343093,116.1197562,1.76733908,130.7696249,0,0,0,1,0,0,0,0,0,0,0,0,0
20.31174678,0.185739355,6.869992308,2.179079825,24.65348802,0,0,0,1,0,0,0,0,0,0,0,0,0
