Date,Beach,Presence,Council_Report,Beach_Key,Surf_Club,slsa_branch,state,Lat,Lon,Length,Orient,Embayment,SST,Current Speed,Current Direction,Wind Speed,Wind Direction
3/02/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,23.77483464,0.298972534,6.152887982,6.628553417,19.75905939
3/03/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,23.75148798,0.555698398,6.812780859,9.317734626,22.7559782
3/04/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,23.01217709,0.514176659,1.768666345,8.408741862,29.53029137
3/05/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.80983937,0.518547555,3.475369047,6.404401542,22.38330312
3/06/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.98883043,0.698814493,7.149845243,7.070010473,22.01107505
3/07/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.14056846,0.633594024,4.392355385,6.970258351,26.68471637
3/08/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.24173732,0.70439999,7.568397022,7.378906365,30.93254591
3/09/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.83318603,0.750904312,11.51087333,5.943300717,31.13382429
3/10/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.38181728,0.701887104,6.065077278,7.547772207,20.20435725
3/11/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.584155,0.644369763,13.39124069,2.763601555,57.80003566
3/12/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,24.10168788,0.588408022,6.133443453,6.511994731,24.13580888
3/13/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,24.24176784,0.56268162,9.584934478,7.080720188,28.32287741
3/14/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,23.80596352,0.427284963,11.07718721,5.033608968,24.77514057
3/15/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,25.19898089,0.399946784,31.61609489,5.652289609,171.0410969
3/16/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,25.14450535,0.265155446,35.53767779,8.706930093,159.3426671
3/17/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,24.98107873,0.325249144,26.10823341,5.277170425,140.6270398
3/18/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,24.71648325,0.384118816,9.327614511,6.553774374,22.91758456
3/20/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,24.41297668,0.150076923,34.14247827,8.292173131,181.1966751
3/21/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,25.19898089,0.132938151,44.44194187,8.523757047,165.1294728
3/22/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,24.79430545,0.081576381,45.60628192,8.896830804,177.0973949
3/23/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,24.44410556,0.129417553,175.9432621,8.517918667,195.6253783
3/24/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,25.22232755,0.240539295,15.90545462,0.933338565,278.9892485
3/25/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,24.89547431,0.355977711,6.893494893,3.980313494,27.72187634
3/26/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,24.90325653,0.324271478,12.83294741,1.582924238,176.9822583
3/27/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,25.5958741,0.444072103,14.77162149,2.329619586,73.0032216
3/29/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,25.18341645,0.289150597,18.97040781,2.708269793,160.9465561
3/30/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,25.45579414,0.652405505,18.77397315,5.585138134,210.7323846
3/31/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,25.19119867,0.537070709,15.3550614,5.265974336,238.30247
4/01/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,24.93438541,0.482170043,16.09483682,3.322929167,199.4076552
4/02/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,24.71648325,0.393749449,7.88516957,5.779120672,5.75426663
4/03/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,24.29624338,0.226638309,22.31718652,3.849674501,166.2645684
4/04/2016,Maroubra ,0,Likely,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,24.070559,0.183927641,24.82161993,3.458746093,105.6372615
4/05/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,23.8760035,0.114159216,15.187949,5.344764697,27.91976643
4/06/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,23.58806137,0.246899457,359.6458897,10.03251888,16.85451697
4/07/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,23.28455479,0.099099197,8.679086925,1.212703825,103.6632293
4/08/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,23.25342591,0.074625088,74.82708465,3.813567577,153.2337276
4/09/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,23.01217709,0.109773343,24.99764733,1.545335957,240.800035
4/10/2016,Maroubra ,0,Likely,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.86431491,0.114265636,27.86544889,2.050078418,227.1877637
4/11/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.89544379,0.062904415,11.4734785,3.386829461,270.463274
4/12/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.75536384,0.132347977,176.8274986,5.705111223,163.0414836
4/14/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.96935962,0.07977424,211.8659777,2.314883359,121.9199794
4/15/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.93044852,0.050156314,299.5286718,3.449570673,27.59032627
4/16/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.91488408,0.08631938,331.2602047,6.659087514,11.58457747
4/17/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.03161738,0.087568979,349.3558122,0.467594786,116.6364033
4/18/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.93044852,0.016125791,150.524111,7.448138951,189.1741496
4/19/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.88375521,0.011788206,201.2505055,4.634795758,182.1574376
4/20/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.08609292,0.035779617,351.6625556,2.037292362,190.9795769
4/21/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.05496404,0.043807617,351.5876547,1.142710737,36.98741389
4/22/2016,Maroubra ,0,Likely,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.02383516,0.118448386,342.9189781,3.296862915,355.4468309
4/23/2016,Maroubra ,0,Likely,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.04718182,0.08087405,180,11.63294658,190.4471019
4/24/2016,Maroubra ,0,Likely,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.74367525,0.263232538,185.1884149,10.57757267,168.4825853
4/25/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.51020865,0.085744521,189.6299513,4.530869274,141.3350487
4/26/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.54911975,0.038734469,9.981829288,1.222267921,116.5104578
4/28/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.44016867,0.111926399,336.3706223,4.948281408,11.79780857
4/29/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.55690197,0.14692626,345.9348922,5.755577442,12.53021364
4/30/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.62694195,0.176320144,341.5336906,5.888998754,13.0468411
5/01/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.58803085,0.081931257,275.9866641,5.905619736,355.9161833
5/02/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.30787093,0.180019113,208.7810054,4.422384005,289.3263695
5/04/2016,Maroubra ,0,Likely,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.9031955,0.1865762,206.9422674,6.108322725,305.3772415
5/05/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.16000875,0.168869974,196.6992442,2.571311295,228.6748752
5/06/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.16000875,0.184101501,196.9630686,2.926571549,349.6449921
5/07/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.19891985,0.084813458,190.7842979,2.096335161,3.489758098
5/08/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.36234647,0.03363688,11.51383118,2.997432316,15.05647143
5/09/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.33121759,0.029299359,359.4031905,2.696290458,355.0410456
5/10/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.30008871,0.162067366,0.755267845,8.988153078,349.3053923
5/11/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.04327546,0.071899432,220.1792339,8.540097603,268.0428187
5/13/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.62303558,0.245824652,200.1897302,6.694657881,272.3966142
5/14/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.71642222,0.30601042,194.6737609,4.751556855,279.2248495
5/15/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.16000875,0.18586574,193.5798949,4.837524351,341.009083
5/16/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.30008871,0.128696956,195.684114,2.530686304,278.3427249
5/17/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.65028861,0.028908939,190.9540626,4.823291564,350.83519
5/18/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.58803085,0.150287779,191.2414788,4.306240582,251.1596374
5/19/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.47129755,0.071734729,195.0413295,5.754989302,266.5886266
5/20/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.22226651,0.153436188,205.4437467,6.670736596,256.959279
5/21/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.07440433,0.083401006,197.2414594,2.663211491,184.5147233
5/22/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.04327546,0.124508412,193.320935,1.981654481,354.948725
5/23/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,22.07052848,0.1931542,10.65302174,5.148930286,352.6629178
5/24/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.89153743,0.139695123,13.00399878,10.49202235,253.9041911
5/25/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.72032859,0.070500399,22.12380999,8.843520714,246.4469432
5/26/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.45573311,0.140426603,17.84429161,3.905653817,322.5723295
5/27/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.22226651,0.302098253,12.07050147,7.665645034,291.2212784
5/28/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.30787093,0.136468251,9.525516057,10.25295416,259.6847405
5/30/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.74367525,0.333443871,18.84952755,6.4881553,251.1977989
5/31/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.74367525,0.329077565,23.21254467,5.468788752,215.6011107
6/01/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.81371523,0.429000045,19.01497627,2.050587788,155.583144
6/02/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.59581307,0.425106076,17.29022636,2.763022061,179.9459983
6/03/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.58024863,0.417630609,20.71285846,4.98914906,184.0707016
6/04/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.79036857,0.51446097,19.40232784,5.080245618,62.44322594
6/05/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.53355531,0.713883517,21.12368061,15.96753504,65.93267026
6/06/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.43238645,0.537324273,20.51414843,2.622984178,62.56957112
6/07/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.85262633,0.376813137,13.01200761,8.843513237,264.72003
6/08/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.63472417,0.297343953,14.5639716,6.762241394,275.7797525
6/09/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.62694195,0.390711779,16.42489874,6.724287376,325.2851992
6/10/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.52577309,0.40298591,12.7311823,7.547290595,292.7339211
6/11/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.08996877,0.41602113,17.37157619,7.884833653,264.5323078
6/12/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.8253733,0.246212508,19.17609162,8.304776102,219.6054381
6/13/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.16000875,0.32368113,19.78464441,3.138344176,213.2351394
6/14/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.87984884,0.405823315,18.09431205,3.578811276,324.9106368
6/15/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.9031955,0.468257177,18.50580095,2.823556828,230.7846644
6/16/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.93432438,0.467714553,16.29459952,2.080988876,348.3011732
6/18/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.73198666,0.505512648,13.29795828,8.068705744,348.3908708
6/19/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.34678203,0.555671077,14.47127699,3.782462438,207.3589373
6/20/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,21.11331543,0.410985867,14.79986678,7.028687805,24.70397309
6/21/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.57634226,0.25514642,359.4517318,9.081358809,298.3324702
6/22/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.05493353,0.317020483,12.28352081,8.255210901,318.9330955
6/23/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.65804031,0.027023963,296.8544213,7.494475188,273.8153992
6/24/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.47904925,0.139477935,5.398731535,8.541394039,329.412228
6/25/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.89150691,0.063678462,231.8119278,12.63022451,255.2417055
6/26/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.65804031,0.138337411,195.8759465,8.548594771,234.5160906
6/27/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.64247587,0.111559659,193.1238463,3.683106069,295.1245784
6/28/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.75920917,0.087282937,202.6198649,10.14371154,226.7684688
6/29/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.65025809,0.026431566,216.0760116,6.6766735,234.4129629
6/30/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.60356477,0.122312231,12.68387033,3.469856643,327.8008967
7/01/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.85259581,0.256671006,10.48155309,8.547930448,316.6912159
7/02/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.77477361,0.086106015,8.560889571,8.895147293,245.5733981
7/03/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.60356477,0.102687415,198.0041616,6.047070421,251.7679225
7/04/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.17944905,0.004014083,98.74616226,3.350979193,303.4616019
7/05/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.07828019,0.090390962,15.06848816,3.415487691,312.1414513
7/06/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.97711133,0.107840944,2.595199599,8.013129163,307.1678256
7/07/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.84481359,0.213259754,202.1972815,11.60885545,222.7682357
7/08/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.76699139,0.308546206,184.4247845,9.894442491,180.8972941
7/09/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.73586251,0.062574853,150.8096885,5.155795566,182.4606404
7/10/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.67360475,0.024232926,73.16252737,4.411529817,192.7892746
7/12/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.51017813,0.236743587,10.39733352,8.854758329,343.9689637
7/14/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.04324494,0.031533168,255.4257838,10.46990052,259.451693
7/15/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,18.9109472,0.128618773,196.5429834,7.534381755,262.282997
7/16/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,18.7553028,0.062737624,17.55354483,2.163545757,231.8679507
7/17/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,18.9887694,0.18149073,20.78157359,2.337087245,118.1213084
7/18/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.12884936,0.220968551,10.02173189,4.177468096,344.9328383
7/19/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.78255583,0.348166975,11.73346241,3.713505371,314.303904
7/20/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.08606241,0.483046694,13.81675412,0.371876459,142.9696104
7/21/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.2806179,0.353666469,29.86139829,6.667617984,186.1770901
7/22/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.96154689,0.365820066,13.41021171,4.524676821,331.3329565
7/23/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.70473363,0.327299738,2.993132006,8.567949057,315.7450187
7/24/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.56465367,0.063057474,355.5587588,10.76363043,257.1674701
7/25/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.40122705,0.255399084,11.86044915,7.198075186,311.8323657
7/26/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.43235593,0.253038751,12.96353971,7.369527104,300.9880624
7/27/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.51796035,0.23694827,14.69848946,6.084088701,322.3992597
7/28/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,19.96154689,0.289205994,11.07278242,9.674159599,259.1936972
7/29/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.15610239,0.306826392,15.46004908,6.984732433,262.7173306
7/30/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.04715131,0.265134194,17.62155775,6.053710159,264.5199425
8/01/2016,Maroubra ,0,res_none,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,20.4751734,0.394252133,17.06033838,4.506980662,269.1723231
