Presence,Month,Beach,SST,Curr_Speed,Curr_Dir,WD_Speed,WD_Dir
0,Jun,Maroubra ,21.34678203,0.555671077,14.47127699,3.782462438,207.3589373
0,Jun,Maroubra ,21.11331543,0.410985867,14.79986678,7.028687805,24.70397309
0,Jun,Maroubra ,20.57634226,0.25514642,359.4517318,9.081358809,298.3324702
0,Jun,Maroubra ,20.05493353,0.317020483,12.28352081,8.255210901,318.9330955
0,Jun,Maroubra ,19.65804031,0.027023963,296.8544213,7.494475188,273.8153992
0,Jun,Maroubra ,19.47904925,0.139477935,5.398731535,8.541394039,329.412228
0,Jun,Maroubra ,19.89150691,0.063678462,231.8119278,12.63022451,255.2417055
0,Jun,Maroubra ,19.65804031,0.138337411,195.8759465,8.548594771,234.5160906
0,Jun,Maroubra ,19.64247587,0.111559659,193.1238463,3.683106069,295.1245784
0,Jun,Maroubra ,19.75920917,0.087282937,202.6198649,10.14371154,226.7684688
0,Jun,Maroubra ,19.65025809,0.026431566,216.0760116,6.6766735,234.4129629
0,Jun,Maroubra ,19.60356477,0.122312231,12.68387033,3.469856643,327.8008967
0,Jul,Maroubra ,19.85259581,0.256671006,10.48155309,8.547930448,316.6912159
0,Jul,Maroubra ,19.77477361,0.086106015,8.560889571,8.895147293,245.5733981
0,Jul,Maroubra ,19.60356477,0.102687415,198.0041616,6.047070421,251.7679225
0,Jul,Maroubra ,20.17944905,0.004014083,98.74616226,3.350979193,303.4616019
0,Jul,Maroubra ,20.07828019,0.090390962,15.06848816,3.415487691,312.1414513
0,Jul,Maroubra ,19.97711133,0.107840944,2.595199599,8.013129163,307.1678256
0,Jul,Maroubra ,19.84481359,0.213259754,202.1972815,11.60885545,222.7682357
0,Jul,Maroubra ,19.76699139,0.308546206,184.4247845,9.894442491,180.8972941
0,Jul,Maroubra ,19.73586251,0.062574853,150.8096885,5.155795566,182.4606404
0,Jul,Maroubra ,19.67360475,0.024232926,73.16252737,4.411529817,192.7892746
0,Jul,Maroubra ,19.51017813,0.236743587,10.39733352,8.854758329,343.9689637
0,Jul,Maroubra ,19.04324494,0.031533168,255.4257838,10.46990052,259.451693
0,Jul,Maroubra ,18.9109472,0.128618773,196.5429834,7.534381755,262.282997
0,Jul,Maroubra ,18.7553028,0.062737624,17.55354483,2.163545757,231.8679507
0,Jul,Maroubra ,18.9887694,0.18149073,20.78157359,2.337087245,118.1213084
0,Jul,Maroubra ,19.12884936,0.220968551,10.02173189,4.177468096,344.9328383
0,Jul,Maroubra ,19.78255583,0.348166975,11.73346241,3.713505371,314.303904
0,Jul,Maroubra ,20.08606241,0.483046694,13.81675412,0.371876459,142.9696104
0,Jul,Maroubra ,20.2806179,0.353666469,29.86139829,6.667617984,186.1770901
0,Jul,Maroubra ,19.96154689,0.365820066,13.41021171,4.524676821,331.3329565
0,Jul,Maroubra ,19.70473363,0.327299738,2.993132006,8.567949057,315.7450187
0,Jul,Maroubra ,19.56465367,0.063057474,355.5587588,10.76363043,257.1674701
0,Jul,Maroubra ,19.40122705,0.255399084,11.86044915,7.198075186,311.8323657
0,Jul,Maroubra ,19.43235593,0.253038751,12.96353971,7.369527104,300.9880624
0,Jul,Maroubra ,19.51796035,0.23694827,14.69848946,6.084088701,322.3992597
0,Jul,Maroubra ,19.96154689,0.289205994,11.07278242,9.674159599,259.1936972
0,Jul,Maroubra ,20.15610239,0.306826392,15.46004908,6.984732433,262.7173306
0,Jul,Maroubra ,20.04715131,0.265134194,17.62155775,6.053710159,264.5199425
0,Aug,Maroubra ,20.4751734,0.394252133,17.06033838,4.506980662,269.1723231
0,Aug,Maroubra ,20.22614236,0.351798469,17.72762945,2.997484353,304.1111494
0,Aug,Maroubra ,20.00824021,0.075776912,79.32364432,12.17473213,170.5014115
0,Aug,Maroubra ,19.81368471,0.171260782,172.2164405,13.8055632,167.8199449
0,Aug,Maroubra ,19.73586251,0.089587811,155.4429722,10.40486196,159.8325057
0,Aug,Maroubra ,19.47904925,0.187505136,23.60267886,6.507511461,189.2342711
0,Aug,Maroubra ,19.38566261,0.308865409,21.44397256,2.724297215,218.6940223
0,Aug,Maroubra ,19.92263579,0.484432193,15.98010258,1.584327252,331.3707499
0,Aug,Maroubra ,19.68916919,0.477051259,14.2584913,8.206418506,354.5463085
0,Aug,Maroubra ,19.51017813,0.414908199,15.35491771,4.606158303,311.2415382
0,Aug,Maroubra ,19.89150691,0.313079153,20.48413954,7.413649613,251.517318
0,Aug,Maroubra ,19.76699139,0.248907773,19.0347664,5.489373934,289.3375083
0,Aug,Maroubra ,19.77477361,0.261395621,19.57732774,6.682148695,253.0515895
0,Aug,Maroubra ,20.14832017,0.179190436,28.70391471,1.820403774,195.6864464
0,Aug,Maroubra ,20.10162685,0.20827871,22.39383453,3.896070286,359.3680869
0,Aug,Maroubra ,19.90707135,0.271904163,17.43842412,4.933978449,353.118794
0,Aug,Maroubra ,20.04715131,0.243103826,18.36671252,2.603818011,316.5601997
0,Aug,Maroubra ,19.85259581,0.287595461,18.24268183,6.128643034,7.999266717
0,Aug,Maroubra ,19.44792037,0.274772532,14.66906444,6.728948222,338.58359
0,Aug,Maroubra ,19.05102716,0.154181008,10.95406264,8.765352084,266.7554897
0,Aug,Maroubra ,18.66191616,0.136871347,17.38450922,3.751022765,332.145122
0,Aug,Maroubra ,18.49070732,0.035329047,31.21840276,4.117345007,265.6471546
0,Aug,Maroubra ,18.60744062,0.064116476,156.7297898,7.500488491,174.2112192
0,Aug,Maroubra ,18.58409396,0.17446901,168.906277,9.674155393,173.5005567
0,Aug,Maroubra ,18.60744062,0.166842768,184.511239,8.275410882,223.2785835
0,Aug,Maroubra ,18.7163917,0.085313291,31.24496055,3.999338943,280.8087307
0,Aug,Maroubra ,18.49070732,0.093870093,20.55604522,4.287538784,257.7618397
0,Aug,Maroubra ,18.34284515,0.131308347,21.97450799,2.563810349,359.8545057
0,Aug,Maroubra ,18.12494299,0.216271178,10.40608843,8.012195299,15.3800669
0,Sep,Maroubra ,18.10937855,0.168826949,7.060783439,4.729452206,318.8734318
0,Sep,Maroubra ,18.45957845,0.212005476,19.9478736,4.367508545,43.50209659
0,Sep,Maroubra ,18.45957845,0.264042257,1.192110066,7.485796831,3.390125782
0,Sep,Maroubra ,18.37397403,0.065600599,330.4534876,9.18994182,262.6574899
0,Sep,Maroubra ,18.38953847,0.01287939,166.293039,3.534213253,252.0390006
0,Sep,Maroubra ,18.35840959,0.022486571,161.8109543,3.69466576,356.1201097
0,Sep,Maroubra ,18.32728071,0.146477718,12.2698455,4.201316902,23.00506381
0,Sep,Maroubra ,18.63078728,0.180975018,14.15341259,4.353659666,35.97193969
0,Sep,Maroubra ,18.41288513,0.164207732,359.1480809,9.106570324,20.7775373
0,Sep,Maroubra ,18.27280517,0.130750712,350.8674657,6.54333721,260.8975641
0,Sep,Maroubra ,18.24167629,0.141155612,14.39677849,1.736347043,213.9641509
0,Sep,Maroubra ,18.31171627,0.122775854,12.34343511,2.444568091,119.3777027
0,Sep,Maroubra ,18.5607473,0.185862734,349.5941771,7.121398491,335.5811883
0,Sep,Maroubra ,18.45957845,0.133378456,0.786620315,6.933646429,288.7312877
0,Sep,Maroubra ,18.7553028,0.058226405,23.4746176,4.204717612,255.1245859
0,Sep,Maroubra ,18.73195614,0.178719946,12.8259493,5.042584296,14.52066421
0,Sep,Maroubra ,18.74752058,0.261593476,8.385336773,3.442838588,270.4984
0,Sep,Maroubra ,19.86816025,0.171842787,22.55724663,6.656947108,225.4437759
0,Sep,Maroubra ,19.68916919,0.205118214,15.71120232,4.465170303,11.86370343
0,Sep,Maroubra ,19.23780044,0.332820962,8.70222379,5.098274993,328.5142464
0,Sep,Maroubra ,19.32340486,0.057758244,20.73321157,11.68565038,221.2640003
0,Sep,Maroubra ,19.93041801,0.307283656,15.55457127,1.158731998,329.0252017
0,Sep,Maroubra ,20.76311554,0.293324951,25.84522584,6.636708659,213.2816429
0,Sep,Maroubra ,20.38178676,0.175009483,19.66726588,4.57097351,256.9613434
0,Sep,Maroubra ,20.00045799,0.090091653,16.53193062,7.676968716,241.6136811
0,Sep,Maroubra ,20.45182674,0.330637312,18.56873907,6.400200528,26.36695902
0,Sep,Maroubra ,20.10162685,0.401784609,11.30139743,9.937521582,334.4556412
0,Oct,Maroubra ,19.78255583,0.358526378,10.79342358,6.792291718,286.2531752
0,Oct,Maroubra ,19.37009817,0.48660957,11.76096004,8.435318829,9.031939471
0,Oct,Maroubra ,19.08215604,0.375360918,7.991754759,8.514493765,290.3499167
0,Oct,Maroubra ,19.31562264,0.479162466,12.13298824,10.46370645,272.0466809
0,Oct,Maroubra ,19.48683147,0.375536428,15.45930807,6.509984353,264.6637857
0,Oct,Maroubra ,19.84481359,0.328241431,14.97945819,3.255285725,302.4371915
0,Oct,Maroubra ,20.14832017,0.427338582,26.96763387,7.247011351,167.6543131
0,Oct,Maroubra ,19.74364473,0.472368364,11.8181179,11.02552085,15.86639293
0,Oct,Maroubra ,19.81368471,0.415613809,13.89338697,7.767081356,251.9628603
0,Oct,Maroubra ,19.81368471,0.274586038,17.73011539,5.683581072,243.9632761
0,Oct,Maroubra ,19.89150691,0.198783056,31.05427112,5.728947176,203.2673609
0,Oct,Maroubra ,20.67751112,0.328087745,30.2142374,7.675862864,181.8469835
0,Oct,Maroubra ,20.10940907,0.377508534,19.50426774,2.40002358,357.9168699
0,Oct,Maroubra ,19.64247587,0.557573502,12.74310463,8.50408289,6.664736154
0,Oct,Maroubra ,19.95376467,0.868315954,11.90628942,8.884782394,10.82907553
0,Oct,Maroubra ,19.40122705,0.629669703,10.75442046,6.624028612,272.343277
0,Oct,Maroubra ,19.65025809,0.591328784,9.50607428,4.306683278,291.4221299
0,Oct,Maroubra ,20.7864622,0.60405043,19.90891166,3.427699845,128.9244096
0,Oct,Maroubra ,20.17166683,0.494197579,11.46953033,9.138993077,23.71631906
0,Oct,Maroubra ,19.81368471,0.535894772,6.967177135,6.382411198,18.06507721
0,Oct,Maroubra ,20.46739118,0.177852489,30.52536301,10.60699893,213.3720969
0,Oct,Maroubra ,20.14832017,0.081218808,154.3978124,10.96702589,202.4027057
1,Oct,Maroubra ,20.07049797,0.102479046,20.75575086,3.012723714,213.1131456
1,Oct,Maroubra ,20.46739118,0.161392139,355.2273609,1.929826753,356.9445439
0,Oct,Maroubra ,20.03158687,0.101204181,50.26079465,6.849709961,153.5031407
0,Oct,Maroubra ,20.14053795,0.171940589,16.92328303,4.505720858,81.02220866
1,Oct,Maroubra ,19.97711133,0.330153997,4.134671374,8.545455464,36.1557455
0,Oct,Maroubra ,19.73586251,0.212876831,346.0633666,4.218039622,344.4579006
1,Nov,Maroubra ,19.73586251,0.231043056,18.72214331,3.765195675,208.3020977
0,Nov,Maroubra ,19.82146693,0.100265264,20.86221854,1.86019227,260.4915247
0,Nov,Maroubra ,19.96932911,0.195464561,22.20009795,1.943685959,48.55771151
0,Nov,Maroubra ,20.2027957,0.142806081,12.96708398,2.278718749,23.07822141
0,Nov,Maroubra ,20.17944905,0.121421103,351.0348601,4.833803965,347.476319
0,Nov,Maroubra ,19.77477361,0.052150052,196.3138524,1.833641258,357.5988119
0,Nov,Maroubra ,19.75920917,0.128509381,335.4434357,6.580775669,17.27692787
0,Nov,Maroubra ,19.92263579,0.093659511,54.54913393,5.759718785,174.4866
1,Nov,Maroubra ,20.22614236,0.043973137,65.3914972,1.631690703,152.9442047
0,Nov,Maroubra ,20.32731122,0.123826948,23.53234856,1.622570341,137.927348
0,Nov,Maroubra ,20.2417068,0.193079927,6.170175095,5.64936386,45.96184367
0,Nov,Maroubra ,20.84871996,0.110563383,336.4068453,2.002144089,326.3503021
0,Nov,Maroubra ,20.73198666,0.049753595,271.0544045,7.19182223,280.7158778
0,Nov,Maroubra ,20.50630228,0.07912067,158.978356,10.06009883,190.2438237
0,Nov,Maroubra ,20.52964894,0.056361003,18.63116648,1.181532113,186.2634906
1,Nov,Maroubra ,20.56856004,0.08992143,41.69813433,5.802958141,170.0769204
0,Nov,Maroubra ,20.61525336,0.105885155,349.3702003,6.643210791,14.83158877
0,Nov,Maroubra ,20.5140845,0.131901054,345.8029944,1.641834149,47.86080071
0,Nov,Maroubra ,20.41291564,0.056886534,73.80127143,3.784122325,156.84024
0,Nov,Maroubra ,20.52964894,0.094688563,354.82229,4.582627676,33.13920696
0,Nov,Maroubra ,21.06662211,0.23202097,349.6951535,7.974019674,21.77708671
0,Nov,Maroubra ,20.9421066,0.279268542,348.5918323,8.53296845,22.91847392
0,Nov,Maroubra ,20.7475511,0.074994852,175.5655295,6.945475197,210.3097866
0,Nov,Maroubra ,20.8253733,0.028118463,93.11084065,2.578961683,202.0323963
1,Nov,Maroubra ,20.76311554,0.057196767,152.3411289,3.60217936,116.7225077
0,Nov,Maroubra ,20.7864622,0.033326715,15.9453959,4.926653875,84.7836355
1,Nov,Maroubra ,20.91875994,0.094601965,6.483073693,4.839074419,67.8035127
1,Nov,Maroubra ,20.97323548,0.114051471,339.4798431,1.261476182,131.8201699
0,Nov,Maroubra ,20.94988882,0.037557611,114.4824859,4.814788318,169.2613654
1,Dec,Maroubra ,21.43238645,0.203006822,1.378279154,5.796863447,32.01220413
0,Dec,Maroubra ,21.30008871,0.220420766,355.4735247,5.603266874,21.71240256
1,Dec,Maroubra ,21.58024863,0.071609977,71.87392031,2.838171923,169.1849621
0,Dec,Maroubra ,21.53355531,0.063537895,50.65250349,2.040268607,106.4225567
0,Dec,Maroubra ,21.51020865,0.099502042,355.4260787,6.228962124,34.82619906
0,Dec,Maroubra ,21.72811081,0.101492743,163.5812916,1.934580363,192.5957322
0,Dec,Maroubra ,22.0783107,0.07611906,110.9055693,2.875620899,186.7871345
0,Dec,Maroubra ,21.93823074,0.142435151,4.916566006,5.556123238,35.5673348
0,Dec,Maroubra ,21.59581307,0.163674838,337.6431087,3.727876408,320.6838398
0,Dec,Maroubra ,21.58803085,0.061730428,144.6598931,5.020602357,170.415533
0,Dec,Maroubra ,21.58803085,0.016358035,351.4163785,6.357516114,45.00829772
0,Dec,Maroubra ,21.58803085,0.109379377,2.718707042,6.590098322,47.64254529
0,Dec,Maroubra ,21.62694195,0.199675263,358.3359118,8.453956612,24.05029853
0,Dec,Maroubra ,21.64250639,0.295255499,355.9101638,7.918956225,11.34134159
0,Dec,Maroubra ,21.46351533,0.163589459,44.24416285,5.515045165,150.214483
0,Dec,Maroubra ,21.17557319,0.115429782,40.17408998,6.928283129,138.9548778
0,Dec,Maroubra ,21.14444431,0.096870672,232.5524707,3.491877744,356.9647541
0,Dec,Maroubra ,21.31565315,0.147326978,150.4612177,5.467194206,164.8548757
0,Dec,Maroubra ,20.29618234,0.052684,116.1197562,4.855252255,130.7696249
0,Dec,Maroubra ,20.31174678,0.204108375,6.869992308,7.83816985,24.65348802
0,Dec,Maroubra ,20.56856004,0.36730519,7.591497496,1.157640692,89.29108952
0,Dec,Maroubra ,20.6308178,0.36509756,26.2437698,5.860903302,129.0216171
0,Dec,Maroubra ,20.84871996,0.241810805,17.17715974,4.574750042,60.23893688
0,Dec,Maroubra ,21.58803085,0.422713195,6.924915488,5.953544773,26.44176233
0,Dec,Maroubra ,21.37012869,0.4322047,3.19778344,7.643974889,28.68679376
0,Dec,Maroubra ,21.23783095,0.360456672,0.776186614,8.190976661,23.40668565
1,Dec,Maroubra ,22.08609292,0.390735736,12.49483021,6.395601382,33.13683054
1,Dec,Maroubra ,21.54911975,0.328850357,356.0621305,8.684931558,24.30177134
0,Dec,Maroubra ,21.73589303,0.230867229,13.68721931,4.084154734,30.52204048
1,Jan,Maroubra ,21.98492406,0.1509627,17.40930275,0.577615326,101.3059747
0,Jan,Maroubra ,22.91879045,0.179469855,74.61670303,9.771491294,178.0145414
1,Jan,Maroubra ,23.09778151,0.112053228,102.105656,6.959548692,148.0048433
1,Jan,Maroubra ,22.97326599,0.193816564,21.71764379,4.858439866,98.3212034
0,Jan,Maroubra ,22.84096825,0.15658345,8.06693173,5.310047336,54.69260816
0,Jan,Maroubra ,22.6619772,0.052945876,4.297386664,5.264521462,68.0854359
0,Jan,Maroubra ,22.49855058,0.10335732,335.0239883,7.557429972,25.07712633
0,Jan,Maroubra ,22.5063328,0.169446724,352.1325866,8.722260796,22.33826374
1,Jan,Maroubra ,22.4674217,0.107151699,347.6658945,3.600859608,33.76476863
0,Jan,Maroubra ,22.52967946,0.064529149,280.35332,4.739819419,27.73361601
1,Jan,Maroubra ,23.9538257,0.126242278,95.13172836,4.145499735,153.088622
0,Jan,Maroubra ,23.81374574,0.066201956,5.290081205,4.858932579,53.45560816
1,Jan,Maroubra ,23.45576363,0.120566654,331.7483577,5.151709945,16.8823371
0,Jan,Maroubra ,24.51414553,0.251324697,35.90972308,5.754688904,133.8354315
0,Jan,Maroubra ,24.02386568,0.084945682,8.887014756,3.735388426,58.00520203
1,Jan,Maroubra ,23.73592354,0.198443073,346.0278696,8.150109979,21.56853565
0,Jan,Maroubra ,23.61919024,0.17960266,341.7805636,6.288103387,4.703539867
0,Jan,Maroubra ,23.86043906,0.1462308,112.7118472,7.921175559,160.8264067
0,Jan,Maroubra ,23.66588356,0.17254864,357.8714022,7.868713238,35.7415765
0,Jan,Maroubra ,23.20673259,0.126717982,34.30242395,5.895888114,170.5043941
0,Jan,Maroubra ,23.16782149,0.294504249,359.8812524,6.646618644,30.060914
1,Jan,Maroubra ,22.87987935,0.346246847,352.962678,10.15969301,21.31324059
0,Jan,Maroubra ,22.81762159,0.142615839,47.94899392,6.128400693,166.946987
0,Jan,Maroubra ,23.16003927,0.236027082,15.29410426,0.96615724,125.5107489
0,Jan,Maroubra ,23.7592702,0.272409966,36.66449129,6.633636667,169.9848539
1,Jan,Maroubra ,23.51802139,0.377893587,12.68941214,3.203738932,32.11399131
0,Jan,Maroubra ,23.55693249,0.477305683,7.938409079,3.616159936,32.2022
0,Jan,Maroubra ,24.37406558,0.582576523,13.26458077,2.870598857,30.83450139
0,Jan,Maroubra ,24.04721234,0.542088197,4.811859176,8.79127962,17.95190452
0,Feb,Maroubra ,24.64644327,0.464385629,31.67410514,6.640304961,168.2560002
0,Feb,Maroubra ,23.98495458,0.154565028,23.62937773,1.525875564,220.882362
1,Feb,Maroubra ,24.15616342,0.182749564,42.42815939,3.584186068,125.2836123
0,Feb,Maroubra ,24.19507452,0.329256248,15.42745733,3.876030023,43.87029379
0,Feb,Maroubra ,25.26123865,0.183452799,1.143856918,3.712870476,30.37793053
0,Feb,Maroubra ,25.00442539,0.199846143,355.7086654,6.095840209,17.37446708
0,Feb,Maroubra ,25.09781203,0.243487983,63.1780188,7.865512522,170.3365259
1,Feb,Maroubra ,24.84099877,0.28829413,41.91057172,6.81233002,133.3735963
1,Feb,Maroubra ,23.86043906,0.461852748,5.650317502,6.945131002,64.89549936
0,Feb,Maroubra ,23.58806137,0.587259629,357.9152707,8.781707667,17.01903358
0,Feb,Maroubra ,24.29624338,0.511363467,14.79925738,0.915222997,182.9358039
0,Feb,Maroubra ,24.40519446,0.396946217,24.23979659,1.064472039,150.1421094
